frame_idx,class_name,conf,x1,y1,x2,y2,cx,cy
4,fish,0.6578,487.2617,386.9230,537.6377,427.7505,512.4497,407.3367
4,fish,0.6551,909.4210,1233.2458,959.9529,1274.5556,934.6870,1253.9007
4,fish,0.6465,732.2402,1242.1023,787.6136,1284.5225,759.9269,1263.3124
4,fish,0.6288,483.1569,992.9390,530.8034,1031.7778,506.9801,1012.3584
4,fish,0.6271,478.7769,609.6493,531.3260,660.2501,505.0515,634.9497
4,fish,0.6147,972.9226,411.8569,1020.2281,445.9647,996.5753,428.9108
4,fish,0.5905,981.5244,983.7618,1024.3299,1018.1498,1002.9272,1000.9558
4,fish,0.5211,628.8070,996.6090,679.9049,1030.3675,654.3560,1013.4883
5,fish,0.7137,222.6690,399.1747,273.8786,436.2300,248.2738,417.7023
5,fish,0.7065,241.2018,1210.3813,287.0404,1247.6134,264.1211,1228.9974
5,fish,0.7065,232.6207,913.2180,279.3009,948.8475,255.9608,931.0327
5,fish,0.6833,221.0375,677.2766,276.5645,719.6752,248.8010,698.4759
5,fish,0.6698,494.2700,1193.4192,537.8423,1231.9481,516.0562,1212.6837
5,fish,0.6574,909.2045,1233.4475,959.7252,1274.6664,934.4648,1254.0569
5,fish,0.6572,906.3775,696.4066,955.2926,733.2672,930.8351,714.8369
5,fish,0.6559,732.1359,1242.5381,787.3174,1284.4416,759.7266,1263.4898
5,fish,0.6459,597.5378,681.4358,654.0896,729.1234,625.8137,705.2796
5,fish,0.6368,486.4804,380.5129,536.8253,420.7615,511.6528,400.6372
5,fish,0.6355,701.1435,277.4553,753.9761,314.2731,727.5598,295.8642
5,fish,0.6084,972.9138,412.4888,1020.2902,446.7120,996.6020,429.6004
5,fish,0.6019,475.1026,995.2952,528.3815,1034.7243,501.7421,1015.0098
5,fish,0.5976,981.0311,983.8995,1024.2734,1018.2681,1002.6523,1001.0838
5,fish,0.5814,474.4468,620.7095,529.6518,672.3884,502.0493,646.5490
5,fish,0.5188,628.7435,996.3309,680.1061,1030.3225,654.4248,1013.3267
6,fish,0.7239,231.8465,911.4627,278.5134,947.6751,255.1799,929.5689
6,fish,0.7033,487.3547,362.3456,540.6035,406.4332,513.9791,384.3894
6,fish,0.6954,579.5497,682.2744,638.4618,729.2551,609.0058,705.7647
6,fish,0.6939,222.9343,674.4479,277.6101,717.5405,250.2722,695.9942
6,fish,0.6921,241.2806,1211.0279,287.6374,1248.6372,264.4590,1229.8325
6,fish,0.6905,223.0397,401.7365,273.5299,437.8641,248.2848,419.8003
6,fish,0.6685,490.4491,1191.2077,536.3830,1229.8736,513.4160,1210.5406
6,fish,0.6633,906.2361,696.1296,954.9118,732.9992,930.5739,714.5644
6,fish,0.6620,909.1767,1233.4147,959.5858,1274.6607,934.3813,1254.0377
6,fish,0.6576,732.5506,1242.5659,787.4044,1284.4923,759.9775,1263.5291
6,fish,0.6473,700.2277,277.2641,753.8960,314.1444,727.0618,295.7042
6,fish,0.6163,471.0925,634.4639,524.6381,682.7478,497.8653,658.6059
6,fish,0.6111,972.4516,412.8876,1020.1111,447.7412,996.2814,430.3144
6,fish,0.5940,980.3249,982.9889,1022.6871,1017.2393,1001.5060,1000.1141
6,fish,0.5886,470.4276,992.7017,526.8301,1033.3869,498.6288,1013.0443
6,fish,0.5108,629.6582,997.0825,679.4377,1030.6896,654.5480,1013.8860
7,fish,0.7439,230.0206,910.7218,277.6827,947.1519,253.8516,928.9369
7,fish,0.7283,487.9528,340.8918,541.8386,386.5780,514.8957,363.7349
7,fish,0.7020,225.1504,402.0683,274.5260,438.4611,249.8382,420.2647
7,fish,0.6921,241.0138,1211.3071,287.4198,1249.0684,264.2168,1230.1877
7,fish,0.6799,222.3789,673.0584,277.0754,715.2853,249.7272,694.1718
7,fish,0.6754,700.6439,277.7270,754.5289,314.5563,727.5864,296.1417
7,fish,0.6613,909.5727,1233.3816,959.8966,1274.6691,934.7346,1254.0254
7,fish,0.6595,905.8147,696.3655,954.8542,733.3005,930.3344,714.8330
7,fish,0.6554,493.1306,1192.5923,537.3665,1230.5880,515.2486,1211.5901
7,fish,0.6511,732.9257,1243.0277,787.2341,1284.3935,760.0799,1263.7106
7,fish,0.6356,567.1340,684.2447,625.1812,732.9221,596.1576,708.5834
7,fish,0.6209,467.5809,644.8960,521.6915,691.2519,494.6362,668.0739
7,fish,0.6100,972.2821,413.2348,1020.1940,448.4676,996.2380,430.8512
7,fish,0.5898,979.0447,983.2235,1021.6689,1017.3769,1000.3568,1000.3002
7,fish,0.5259,628.6650,995.2769,679.1964,1029.5518,653.9307,1012.4143
7,fish,0.5210,465.5076,989.8523,517.7088,1031.1866,491.6082,1010.5194
8,fish,0.7103,226.7252,909.1789,275.0334,946.4427,250.8793,927.8108
8,fish,0.7000,491.5096,1204.6728,536.8804,1242.1358,514.1950,1223.4043
8,fish,0.6758,560.2828,686.0356,615.0856,734.7367,587.6842,710.3861
8,fish,0.6745,702.1851,277.3432,755.3417,314.3821,728.7634,295.8626
8,fish,0.6643,228.2420,399.1420,279.3594,436.7640,253.8007,417.9530
8,fish,0.6638,909.4757,1233.3020,959.7796,1274.6949,934.6277,1253.9985
8,fish,0.6626,486.1068,323.4835,540.9047,366.3236,513.5058,344.9035
8,fish,0.6615,905.2489,695.8954,954.9881,733.2614,930.1185,714.5784
8,fish,0.6534,732.4595,1242.6184,787.7317,1284.9216,760.0956,1263.7700
8,fish,0.6295,239.4588,1214.9684,286.1235,1253.4954,262.7911,1234.2319
8,fish,0.6094,972.1976,413.2103,1019.3973,448.0541,995.7975,430.6322
8,fish,0.6071,220.8496,671.8227,276.1409,715.2751,248.4953,693.5489
8,fish,0.5861,978.8218,983.1003,1022.1165,1017.6051,1000.4691,1000.3527
8,fish,0.5859,457.6611,990.2467,513.7137,1033.2671,485.6874,1011.7569
8,fish,0.5755,467.1196,644.4988,518.5463,694.8207,492.8329,669.6598
8,fish,0.5343,628.2112,996.2050,679.3945,1030.3037,653.8028,1013.2544
9,fish,0.7719,493.8715,1223.1001,538.7380,1259.9095,516.3048,1241.5048
9,fish,0.7616,233.9776,386.6645,286.1402,426.6475,260.0589,406.6560
9,fish,0.7255,460.5279,985.3811,510.9418,1023.5500,485.7349,1004.4655
9,fish,0.7136,235.5357,1220.8500,283.1942,1260.1832,259.3650,1240.5166
9,fish,0.6888,483.0617,315.8455,537.6524,357.6743,510.3570,336.7599
9,fish,0.6759,559.9238,687.0345,614.4586,735.8989,587.1912,711.4667
9,fish,0.6713,702.7806,276.4832,755.6152,313.8932,729.1979,295.1882
9,fish,0.6628,905.6162,696.1707,954.8575,733.2622,930.2368,714.7165
9,fish,0.6597,225.1196,912.1357,273.9533,950.6370,249.5365,931.3864
9,fish,0.6546,909.3920,1233.0286,960.0103,1274.6959,934.7011,1253.8622
9,fish,0.6500,733.6420,1242.6223,788.1257,1284.6705,760.8838,1263.6464
9,fish,0.6404,217.4053,670.6725,273.8016,713.2074,245.6034,691.9399
9,fish,0.6244,460.8801,653.0373,509.3554,701.0224,485.1178,677.0298
9,fish,0.5984,972.2060,412.7171,1019.5607,447.8889,995.8833,430.3030
9,fish,0.5831,978.8753,981.8485,1022.9073,1017.3995,1000.8913,999.6240
9,fish,0.5543,627.7914,996.5578,678.6503,1030.5977,653.2209,1013.5778
10,fish,0.8099,238.0794,368.2260,290.1803,409.7049,264.1298,388.9655
10,fish,0.7152,230.3987,1227.7625,279.8531,1264.1383,255.1259,1245.9504
10,fish,0.7118,481.1885,313.8110,536.0534,353.6090,508.6210,333.7100
10,fish,0.7079,224.9979,920.6830,273.0582,956.9661,249.0280,938.8246
10,fish,0.7022,701.8133,275.8927,756.6348,314.3767,729.2241,295.1347
10,fish,0.6874,446.8382,663.6707,498.5761,706.4268,472.7072,685.0488
10,fish,0.6823,491.9700,1232.6840,538.2070,1269.9068,515.0885,1251.2954
10,fish,0.6585,908.6876,1232.5039,959.5078,1274.5331,934.0977,1253.5185
10,fish,0.6573,905.3163,696.2205,955.2402,733.4025,930.2783,714.8115
10,fish,0.6563,216.5098,669.7118,274.1604,710.7130,245.3351,690.2124
10,fish,0.6529,559.8674,686.1352,614.6963,737.0455,587.2819,711.5904
10,fish,0.6495,733.1650,1242.7902,787.7544,1284.1696,760.4597,1263.4799
10,fish,0.6205,457.8147,979.6791,508.7377,1019.9868,483.2762,999.8329
10,fish,0.6120,972.6138,412.8392,1019.4333,447.1254,996.0236,429.9823
10,fish,0.5848,979.4807,984.5521,1023.4224,1018.6286,1001.4516,1001.5904
10,fish,0.5521,627.7293,996.9772,678.0784,1030.4013,652.9039,1013.6892
11,fish,0.8309,240.9539,350.8302,291.8299,392.4089,266.3919,371.6196
11,fish,0.7100,701.8818,276.0661,756.4906,314.6152,729.1862,295.3406
11,fish,0.6958,481.4994,316.0054,535.5820,353.9949,508.5407,335.0002
11,fish,0.6937,222.2415,1232.6629,271.6825,1270.9219,246.9620,1251.7924
11,fish,0.6924,561.7938,684.1501,615.6546,734.0711,588.7242,709.1106
11,fish,0.6905,489.7930,1241.7443,537.0508,1275.8930,513.4219,1258.8187
11,fish,0.6777,223.0726,926.5433,270.5557,963.8267,246.8141,945.1850
11,fish,0.6698,218.5425,670.4691,272.9915,711.7176,245.7670,691.0933
11,fish,0.6674,429.5215,672.4370,481.7625,716.5152,455.6420,694.4761
11,fish,0.6584,456.2119,971.7985,502.6457,1007.5361,479.4288,989.6673
11,fish,0.6567,905.8806,696.2935,955.2679,733.2947,930.5742,714.7941
11,fish,0.6567,908.6146,1232.3035,959.6097,1274.5745,934.1122,1253.4390
11,fish,0.6468,733.0999,1242.6590,787.9625,1284.5601,760.5312,1263.6096
11,fish,0.6137,972.6575,412.5438,1019.5810,446.9110,996.1192,429.7274
11,fish,0.5855,979.7728,982.8141,1023.9465,1018.3470,1001.8596,1000.5805
11,fish,0.5655,627.8201,997.0110,678.3494,1030.4565,653.0847,1013.7338
12,fish,0.7528,241.5506,335.3170,291.1117,376.2999,266.3312,355.8084
12,fish,0.7439,219.2977,1240.3687,268.2435,1279.1027,243.7706,1259.7357
12,fish,0.7202,484.7057,326.4018,538.3242,367.5607,511.5150,346.9813
12,fish,0.6988,220.1077,673.5302,274.0712,714.6762,247.0895,694.1032
12,fish,0.6910,220.6674,931.5917,269.1390,969.1073,244.9032,950.3495
12,fish,0.6894,702.8506,276.9493,757.0604,315.4565,729.9555,296.2029
12,fish,0.6798,418.5632,681.8840,468.9786,725.8225,443.7709,703.8532
12,fish,0.6678,564.0553,680.6667,617.6111,730.4560,590.8332,705.5613
12,fish,0.6608,906.0802,696.3079,955.0821,733.0760,930.5811,714.6920
12,fish,0.6558,908.6233,1231.8937,959.7843,1274.5136,934.2038,1253.2036
12,fish,0.6499,442.2449,960.1608,490.9524,996.1029,466.5986,978.1319
12,fish,0.6437,733.8978,1243.0477,788.0413,1284.4692,760.9696,1263.7584
12,fish,0.6381,487.1230,1240.2344,536.6170,1277.8106,511.8700,1259.0225
12,fish,0.6190,972.3585,412.3559,1019.5062,446.9644,995.9323,429.6602
12,fish,0.5869,628.0677,997.0798,678.5088,1030.6841,653.2882,1013.8820
12,fish,0.5843,978.7404,980.2568,1024.1923,1017.4106,1001.4664,998.8337
13,fish,0.7399,220.8974,934.8680,268.6490,972.9879,244.7732,953.9280
13,fish,0.7265,241.6339,322.4974,291.8681,363.8662,266.7510,343.1818
13,fish,0.7099,483.6006,346.1128,538.2318,388.5186,510.9162,367.3157
13,fish,0.6881,703.2717,277.6182,757.4946,315.5444,730.3832,296.5813
13,fish,0.6829,220.3640,678.4273,274.7435,719.6305,247.5537,699.0289
13,fish,0.6707,210.2367,1244.0063,260.0539,1281.7771,235.1453,1262.8917
13,fish,0.6642,905.5121,695.8179,955.0379,733.0607,930.2750,714.4393
13,fish,0.6635,405.4436,692.7687,457.0484,733.4598,431.2460,713.1143
13,fish,0.6612,427.1660,950.3766,475.2992,985.3236,451.2326,967.8501
13,fish,0.6530,908.9617,1232.0648,959.9750,1274.5554,934.4684,1253.3101
13,fish,0.6482,490.7222,1241.5544,538.1872,1279.0812,514.4547,1260.3178
13,fish,0.6439,733.9393,1243.1737,788.0069,1284.2091,760.9731,1263.6914
13,fish,0.6344,566.0791,674.1096,622.8557,725.5313,594.4674,699.8204
13,fish,0.6256,972.4248,412.3014,1019.9082,446.9719,996.1665,429.6366
13,fish,0.5949,979.5811,980.6684,1025.2376,1018.5331,1002.4094,999.6007
13,fish,0.5948,627.9162,997.0905,678.6408,1030.8103,653.2785,1013.9504
14,fish,0.7732,480.8042,361.5793,533.4766,402.2871,507.1404,381.9332
14,fish,0.7210,411.1563,929.1801,458.8486,965.1476,435.0024,947.1639
14,fish,0.7190,241.2447,316.3696,290.7778,355.6621,266.0112,336.0158
14,fish,0.7099,220.9314,937.7361,267.8502,972.6248,244.3908,955.1805
14,fish,0.6916,493.2866,1230.4323,539.1445,1268.9315,516.2155,1249.6819
14,fish,0.6892,202.7485,1242.2754,253.1440,1282.5564,227.9463,1262.4159
14,fish,0.6852,702.8590,278.0092,756.9071,315.9303,729.8831,296.9698
14,fish,0.6772,219.6108,681.9741,275.3366,726.6793,247.4737,704.3267
14,fish,0.6737,570.6631,669.4398,626.6028,720.1069,598.6329,694.7733
14,fish,0.6642,905.5364,696.0713,955.1768,733.1972,930.3566,714.6343
14,fish,0.6572,909.1803,1232.3984,959.8476,1274.5916,934.5140,1253.4950
14,fish,0.6470,732.6047,1243.0152,787.6374,1284.5618,760.1210,1263.7885
14,fish,0.6164,972.5201,412.2637,1019.8066,446.8757,996.1633,429.5697
14,fish,0.6159,980.6911,981.4494,1031.0630,1019.7753,1005.8770,1000.6124
14,fish,0.6124,386.4582,698.2563,439.4237,735.5831,412.9409,716.9197
14,fish,0.6054,627.2438,996.8430,678.3338,1030.8336,652.7888,1013.8383
15,fish,0.7395,398.7022,904.4112,447.4256,943.8773,423.0639,924.1443
15,fish,0.7252,238.9027,316.7495,288.9975,355.5322,263.9501,336.1409
15,fish,0.7020,477.0176,368.5956,532.0269,411.8235,504.5222,390.2095
15,fish,0.6847,701.8329,278.0182,755.2230,315.5752,728.5280,296.7967
15,fish,0.6678,220.8027,941.6209,269.5041,977.1122,245.1534,959.3665
15,fish,0.6675,905.5219,695.9398,954.9253,733.1462,930.2236,714.5430
15,fish,0.6608,909.2067,1232.5305,959.8528,1274.6657,934.5298,1253.5981
15,fish,0.6545,490.2412,1216.7866,537.6026,1254.4635,513.9219,1235.6251
15,fish,0.6494,732.3209,1242.9107,787.3824,1284.5919,759.8517,1263.7513
15,fish,0.6459,217.3098,687.0220,275.3088,730.3733,246.3093,708.6977
15,fish,0.6365,573.9178,663.3880,629.5764,714.0547,601.7471,688.7214
15,fish,0.6237,972.3312,412.2417,1019.7501,446.9186,996.0407,429.5802
15,fish,0.6198,198.8663,1239.0425,247.7002,1277.7231,223.2832,1258.3828
15,fish,0.6027,371.8156,697.1874,426.3089,734.7010,399.0623,715.9442
15,fish,0.5964,626.9134,996.8915,678.1300,1030.8263,652.5217,1013.8589
15,fish,0.5879,981.2671,985.0936,1024.2700,1018.7162,1002.7686,1001.9049
16,fish,0.7086,474.9851,373.4874,530.0595,416.5189,502.5223,395.0032
16,fish,0.7026,700.7313,277.8167,754.6586,315.2061,727.6949,296.5114
16,fish,0.6833,392.5938,887.5718,438.5384,924.4288,415.5661,906.0003
16,fish,0.6770,217.7336,941.0084,263.9167,975.8395,240.8251,958.4239
16,fish,0.6709,355.1190,696.2733,410.1527,735.5622,382.6358,715.9178
16,fish,0.6681,236.9430,322.6217,287.0093,361.4074,261.9761,342.0146
16,fish,0.6664,905.4528,696.0194,955.0302,733.2104,930.2415,714.6149
16,fish,0.6619,909.4925,1232.7132,959.8148,1274.5619,934.6536,1253.6376
16,fish,0.6529,216.9523,690.1519,274.2995,734.0295,245.6259,712.0907
16,fish,0.6495,732.3603,1242.6714,787.2722,1284.3807,759.8163,1263.5261
16,fish,0.6316,491.4892,1209.2114,537.2618,1246.2301,514.3755,1227.7208
16,fish,0.6225,972.1947,412.1935,1019.6854,446.7452,995.9400,429.4694
16,fish,0.6044,196.6307,1233.6974,240.1760,1268.0862,218.4033,1250.8918
16,fish,0.6002,626.8893,996.9052,677.9687,1030.8583,652.4290,1013.8818
16,fish,0.5991,981.2524,984.9496,1024.6261,1018.9789,1002.9392,1001.9642
16,fish,0.5611,579.2216,655.4283,632.0266,707.2270,605.6241,681.3276
17,fish,0.7652,388.9614,874.7017,434.8842,910.3572,411.9228,892.5294
17,fish,0.7407,195.9294,1224.8212,239.2401,1259.9522,217.5848,1242.3867
17,fish,0.7334,233.1647,331.9228,282.2485,367.2228,257.7066,349.5728
17,fish,0.7099,474.3379,375.4150,528.3725,417.2108,501.3552,396.3129
17,fish,0.7018,700.0375,277.7152,754.1187,314.9966,727.0781,296.3559
17,fish,0.6978,214.6234,944.3277,256.7116,977.6200,235.6675,960.9738
17,fish,0.6683,489.0753,1207.2136,535.6792,1245.3554,512.3772,1226.2845
17,fish,0.6655,905.8469,696.1371,955.0074,733.1551,930.4271,714.6461
17,fish,0.6586,909.2059,1232.8078,959.7644,1274.5630,934.4851,1253.6854
17,fish,0.6545,732.1546,1242.4013,787.2390,1284.3069,759.6968,1263.3541
17,fish,0.6482,215.5411,690.2689,273.6494,735.4027,244.5953,712.8358
17,fish,0.6382,345.4177,695.3377,398.0766,735.1245,371.7472,715.2311
17,fish,0.6223,972.1978,412.4032,1019.9136,447.2122,996.0557,429.8077
17,fish,0.6179,581.0361,651.5568,634.2858,701.0717,607.6609,676.3142
17,fish,0.6031,627.1800,997.0132,677.9486,1031.0278,652.5643,1014.0205
17,fish,0.5797,980.8838,985.0325,1024.6359,1019.4139,1002.7598,1002.2232
18,fish,0.7246,208.1642,951.5664,251.1925,982.9121,229.6784,967.2392
18,fish,0.7006,488.6205,1209.1999,535.9481,1246.8562,512.2843,1228.0281
18,fish,0.6953,699.3469,277.5308,754.0466,315.1989,726.6967,296.3649
18,fish,0.6899,391.6891,862.1830,436.5556,904.0736,414.1223,883.1283
18,fish,0.6877,482.2415,367.1594,535.6674,409.1802,508.9545,388.1698
18,fish,0.6799,225.3558,339.8281,275.0028,374.5204,250.1793,357.1742
18,fish,0.6655,905.3906,695.8931,955.0391,733.0657,930.2148,714.4794
18,fish,0.6651,197.3033,1215.2018,240.8582,1252.2358,219.0807,1233.7188
18,fish,0.6574,909.3275,1232.9318,959.9294,1274.5377,934.6284,1253.7347
18,fish,0.6532,215.3259,692.6719,269.4424,734.9262,242.3841,713.7990
18,fish,0.6447,732.3469,1242.3655,787.3706,1284.5009,759.8587,1263.4332
18,fish,0.6250,338.4151,695.6661,389.8639,735.0834,364.1395,715.3748
18,fish,0.6231,583.7163,646.1328,638.1362,695.7578,610.9263,670.9453
18,fish,0.6219,971.9398,412.7483,1019.8795,447.7161,995.9097,430.2322
18,fish,0.5957,627.3663,997.0546,678.4995,1031.1847,652.9329,1014.1197
18,fish,0.5803,980.3898,984.9402,1024.8350,1019.7469,1002.6124,1002.3436
19,fish,0.7504,486.2640,352.1084,539.8311,395.2694,513.0476,373.6889
19,fish,0.7161,584.9791,640.3971,639.9205,689.3630,612.4498,664.8801
19,fish,0.7076,699.5430,278.3063,754.5320,315.6693,727.0375,296.9878
19,fish,0.7001,219.8225,347.7489,270.3076,384.3093,245.0650,366.0291
19,fish,0.6862,211.0661,692.7615,263.8598,733.5339,237.4629,713.1477
19,fish,0.6822,488.2506,1225.3195,537.0616,1263.6947,512.6561,1244.5071
19,fish,0.6748,194.6364,1210.7658,238.9547,1248.4945,216.7956,1229.6302
19,fish,0.6671,904.8031,695.8555,954.8444,733.2427,929.8238,714.5491
19,fish,0.6639,393.9014,856.3854,442.7721,898.0561,418.3367,877.2207
19,fish,0.6550,909.4003,1233.1782,959.9044,1274.5693,934.6524,1253.8737
19,fish,0.6516,732.7966,1242.3143,787.5250,1284.2605,760.1608,1263.2874
19,fish,0.6510,201.0057,959.4191,245.8520,993.6320,223.4288,976.5255
19,fish,0.6251,971.1257,412.9562,1019.1065,448.5971,995.1161,430.7766
19,fish,0.6221,330.9036,699.4711,382.9016,739.3526,356.9026,719.4118
19,fish,0.5926,627.4127,997.4477,678.8233,1031.4547,653.1180,1014.4512
19,fish,0.5805,981.1173,984.7202,1024.8963,1019.2629,1003.0068,1001.9916
20,fish,0.7538,193.3606,1203.6453,238.1081,1242.7944,215.7344,1223.2198
20,fish,0.7015,208.1479,693.2624,258.9355,733.0136,233.5417,713.1380
20,fish,0.6938,395.9672,856.4434,447.9256,897.3663,421.9464,876.9048
20,fish,0.6907,217.1081,356.5670,267.4900,395.5819,242.2990,376.0744
20,fish,0.6903,699.4709,277.6869,754.0678,315.4912,726.7693,296.5891
20,fish,0.6795,578.7217,629.9329,636.9241,680.6273,607.8229,655.2801
20,fish,0.6710,486.3419,342.1886,538.8008,385.1555,512.5714,363.6720
20,fish,0.6685,194.9278,967.2265,241.2244,1001.2725,218.0761,984.2495
20,fish,0.6670,904.9090,695.7269,954.8986,733.2750,929.9038,714.5009
20,fish,0.6511,732.9548,1242.2144,787.7298,1284.5571,760.3423,1263.3857
20,fish,0.6467,909.4195,1232.9659,960.3063,1274.6949,934.8629,1253.8304
20,fish,0.6216,486.4439,1244.0602,535.6081,1279.8591,511.0260,1261.9597
20,fish,0.6180,345.8744,696.7374,395.6666,735.1478,370.7705,715.9426
20,fish,0.6149,971.3345,413.4122,1019.0841,448.8628,995.2093,431.1375
20,fish,0.6029,627.5628,998.1670,678.9207,1031.6952,653.2417,1014.9311
20,fish,0.5710,981.1958,984.8989,1024.8218,1019.4018,1003.0088,1002.1503
21,fish,0.7212,215.8226,369.2927,266.8344,407.3543,241.3285,388.3235
